"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene:AT1G01010",48.309861725961,0.300518232825103,0.995690135252933,0.301819032031248,0.76279002160248,0.878856838010567
"gene:AT1G01020",74.1687494788763,-0.941104039270183,0.938050765104712,-1.00325491357083,0.315737883818158,0.526676228294837
"gene:AT1G01030",23.2476452658778,-0.163504320247448,1.64636322008203,-0.0993124228317615,0.92089021518682,0.965272279143708
"gene:AT1G01040",560.372274535062,-0.605096041198742,0.372718383711293,-1.62346712060076,0.104489586467568,0.254990023249704
"gene:AT1G01050",174.371795760605,-1.38188255313454,0.566473182507647,-2.43944920219746,0.0147096705915664,0.0595299650180085
"gene:AT1G01060",6.56840629969226,-3.1524266682666,2.60763089452823,-1.20892365360509,0.226692177848322,0.423418672046308
"gene:AT1G01070",0.518762099336443,-2.59968985431399,3.98725619422231,-0.651999702973949,0.514401364010634,NA
"gene:AT1G01080",239.103258689914,-0.643136104924139,0.386302653617412,-1.66485034182833,0.0959426174593229,0.240237218792383
"gene:AT1G01090",889.55105065799,-0.0963910012748459,0.242843321179106,-0.396926713103854,0.691421504714123,0.837348613984015
"gene:AT1G01100",1279.14138215043,-0.434687966941053,0.314578717636373,-1.38180983827239,0.167030097430591,0.347266722331392
"gene:AT1G01110",32.0766462287754,-1.25352945761076,1.36266544804559,-0.919909915826104,0.35761983670068,0.570863046675625
"gene:AT1G01120",28.0662635595707,-1.16236511769929,1.23912036010574,-0.938056669168199,0.348215288209853,0.561793679258946
"gene:AT1G01130",3.31937718229724,-1.89085404329024,3.238423861613,-0.583880963114087,0.559300401863491,NA
"gene:AT1G01140",439.202775683451,-1.70623669892144,0.454163610053175,-3.75687673154102,0.000172047189846972,0.00138154539431561
"gene:AT1G01150",1.06770803342779,3.63074678437465,3.95241851473534,0.918613950126629,0.358297532691261,NA
"gene:AT1G01160",182.4172280465,-0.81075700795116,0.490377822921688,-1.65333130915391,0.098263454318037,0.244241225980913
"gene:AT1G01170",294.550516725359,-0.439243840248613,0.413152174872594,-1.06315267584895,0.287712719555119,0.495694094700764
"gene:AT1G01180",12.3628913689191,-0.909025663537162,2.2099678341063,-0.411329816438152,0.680830709150487,0.830721362264886
"gene:AT1G01190",29.9539109119486,1.77936460810305,1.3170271783107,1.35104623306664,0.176680623144448,0.359715319894683
"gene:AT1G01200",14.1110803383539,-7.3135624190338,2.35032158538348,-3.1117283968783,0.00185995534631782,0.0107800121969062
"gene:AT1G01210",99.9472335562415,1.4344775214341,0.639934621267665,2.24160011626266,0.0249872284631846,0.0898643821859823
"gene:AT1G01220",209.662945194811,-0.0519954230971886,0.63173385174129,-0.0823058997928798,0.934403462984566,0.973077847509979
"gene:AT1G01225",13.1708483995286,-7.2250140810935,2.21351692578548,-3.2640428437337,0.0010983455518882,0.00690022066178258
"gene:AT1G01230",121.347565134922,1.02072694011989,0.822414747238624,1.24113404282587,0.21455623542794,0.408201879956212
"gene:AT1G01240",121.890415453007,-0.226785542729424,0.816504856397741,-0.277751615256715,0.781203035599199,0.89016078790039
"gene:AT1G01250",1.66003871787662,-4.24816488077131,3.93280745534353,-1.0801863373706,0.280059211191794,NA
"gene:AT1G01260",444.883208667074,3.91232931388672,0.332032247981554,11.7829799294196,4.77737008886755e-32,4.29695418086555e-30
"gene:AT1G01280",0.388768859232293,0.890418982578684,4.03774409101639,0.220523877320454,0.825463178637414,NA
"gene:AT1G01290",49.9461325763102,0.471108328896749,1.31494505098735,0.358272255211735,0.72013957902172,0.855521764235091
"gene:AT1G01300",517.869005305933,-0.880336857150898,0.331663585953064,-2.65430663610892,0.00794715726713264,0.0364380378937039
"gene:AT1G01305",0,NA,NA,NA,NA,NA
"gene:AT1G01310",0.518762099336443,-2.59968985431399,3.98725619422231,-0.651999702973949,0.514401364010634,NA
"gene:AT1G01320",2644.17919698364,-0.93233557361597,0.218206244754183,-4.27272635880004,1.93097368494467e-05,0.000196030493079193
"gene:AT1G01335",0,NA,NA,NA,NA,NA
"gene:AT1G01340",108.899302980196,4.19532735177249,0.696458882114129,6.02379761320209,1.70371386419795e-09,3.19620706219124e-08
"gene:AT1G01350",164.852048581155,0.834624086718304,0.570671798451512,1.46252905607569,0.14359628806822,0.315590471881377
"gene:AT1G01355",0.246577990649975,-0.952956380437369,4.07535361317526,-0.233834035249492,0.815113825640773,NA
"gene:AT1G01360",18.5006113151662,-3.71766346571268,1.57637600080374,-2.35836086302835,0.0183558394562146,0.0709179441696547
"gene:AT1G01370",11.8729156985584,-1.39566841455645,1.76010258674886,-0.79294719811442,0.42780858699064,0.636553778787557
"gene:AT1G01380",0,NA,NA,NA,NA,NA
"gene:AT1G01390",82.513877834893,-1.4865037301035,1.13994736335759,-1.30401084987395,0.192229883060132,0.380379553349835
"gene:AT1G01400",0.213541606685558,1.28560578222114,4.05128444268608,0.317332885510443,0.750991026811587,NA
"gene:AT1G01410",0,NA,NA,NA,NA,NA
"gene:AT1G01420",16.139379728904,0.0511099103113719,2.00489796823844,0.025492524368349,0.979662111241014,0.991793260460929
"gene:AT1G01430",78.0007059512466,-0.0285085664669468,1.03208544374618,-0.0276222929406588,0.977963401252302,0.991319658422881
"gene:AT1G01440",188.448664293868,1.02507214373631,0.489823315549055,2.09273856755324,0.0363724984077122,0.11900354399994
"gene:AT1G01450",33.7843116904054,-0.749757103755954,0.997689847147799,-0.751493167841052,0.452355910991614,0.657723717688971
"gene:AT1G01453",0,NA,NA,NA,NA,NA
"gene:AT1G01460",0,NA,NA,NA,NA,NA
"gene:AT1G01470",888.489631761488,1.11558892675573,0.347213649065058,3.21297543964551,0.00131367522700652,0.00806861530733111
"gene:AT1G01480",1401.68887750156,8.44292995769454,0.410149527202025,20.5850047305695,3.74001067031887e-94,2.57099019222491e-91
"gene:AT1G01490",765.192700829988,1.3410347791132,0.287711705304741,4.66103656677016,3.14620814533913e-06,3.7450967459176e-05
"gene:AT1G01500",98.3666526369402,-0.74846439411439,0.806576087124066,-0.927952621039288,0.353432146762849,0.567096769538849
"gene:AT1G01510",284.320359025065,-0.333711838166627,0.487448738265173,-0.684609092136139,0.493590628096792,0.692261710441512
"gene:AT1G01520",4.64325809156426,-0.94603057118152,2.87660367804553,-0.328870667308709,0.742253446275154,0.868212539339131
"gene:AT1G01530",0,NA,NA,NA,NA,NA
"gene:AT1G01540",339.131893674453,-0.163061350448003,0.322408873008835,-0.505759500122488,0.613025492965722,0.783240271397558
"gene:AT1G01550",1283.17294501343,2.30158652845799,0.307335429707268,7.48884217693423,6.9483831524827e-14,1.98137005805907e-12
"gene:AT1G01560",408.952225445754,7.79195029482639,0.646265813004162,12.0568814534774,1.78411296493529e-33,1.71703031745373e-31
"gene:AT1G01570",15.3097271497617,-5.25265937554058,1.95958315338891,-2.68049833274827,0.00735126306713233,0.034095689521967
"gene:AT1G01580",8.91736509091743,-1.31866336308649,2.38215450050339,-0.553559125912207,0.579880605752587,0.761775996418632
"gene:AT1G01590",0.0714748326794462,0.894356713011744,4.06130499786551,0.220214121687928,0.825704399052282,NA
"gene:AT1G01600",0.634588053105694,0.757975636689275,3.99079625384898,0.189930928184628,0.849363256384936,NA
"gene:AT1G01610",43.7737837267663,1.84323361590014,1.38877694653997,1.32723517660083,0.184430899515339,0.370852430577366
"gene:AT1G01620",1637.15279229668,-0.295409622768166,0.25842996109891,-1.14309355429227,0.252999750205494,0.455158350495874
"gene:AT1G01630",65.0770871148397,1.69563946228254,1.02275662319442,1.65791100622403,0.0973354303194327,0.242745836070023
"gene:AT1G01640",42.6991886707658,1.90984080769449,1.05254052275883,1.81450572818667,0.0695999016546928,0.191873232175527
"gene:AT1G01650",358.043145714623,-0.357793327266569,0.45050162013227,-0.794210966791903,0.427072625133901,0.635830918119034
"gene:AT1G01660",0.213541606685558,1.28560578222114,4.05128444268608,0.317332885510443,0.750991026811587,NA
"gene:AT1G01670",0.9945665497957,-1.83438729066636,3.93501186395151,-0.46617071411426,0.641093310069319,NA
"gene:AT1G01680",34.5337377322115,7.70144642652624,1.60616020337447,4.79494287702176,1.62721192145695e-06,2.02460084448632e-05
"gene:AT1G01690",59.5533095591675,-0.64655324385277,1.40372136906393,-0.460599416737472,0.64508603014302,0.805019184919142
"gene:AT1G01695",5.9825510445513,-6.07531358845449,3.44828735387108,-1.76183506912041,0.0780971676924845,0.207999762521785
"gene:AT1G01700",53.6226860806663,-1.13612278510576,0.955915013646364,-1.18851861189206,0.234629151601588,0.433419644864647
"gene:AT1G01710",151.149607224471,-0.158660584518971,0.471668135528917,-0.336381817145762,0.73658295924666,0.865203230818809
"gene:AT1G01715",10.4305180579787,0.65982892443449,2.0203297739223,0.326594664371791,0.74397447965253,0.869222579106736
"gene:AT1G01720",116.76960458484,-0.350819242455369,0.69236783107129,-0.506694890651624,0.612368916111249,0.782795663652402
"gene:AT1G01725",49.3084749646885,-0.844280883953599,1.19679095227661,-0.705453932742021,0.480527790794153,0.681641898239065
"gene:AT1G01730",84.10718893434,1.73581153923979,0.749997539796855,2.3144229775873,0.0206445316920952,0.0777928633534549
"gene:AT1G01740",72.7402389004364,2.25780223824304,0.75419210618392,2.99366994129271,0.00275643954059104,0.0150342726770463
"gene:AT1G01750",13.0012610556355,-0.933568559622826,1.8149038276006,-0.514390099037399,0.606979280105654,0.779675152502318
"gene:AT1G01760",16.830880605954,-1.06595302754412,1.93426316955201,-0.551089967654716,0.58157200234625,0.762748562357632
"gene:AT1G01770",164.428353890015,-1.71512297254001,0.482770769146604,-3.5526653272149,0.00038134929929952,0.00277617674467366
"gene:AT1G01780",39.721576971981,-0.592111616534643,1.40975779170284,-0.420009465469551,NA,NA
"gene:AT1G01790",599.922787653885,-0.0577448647959832,0.403423830992076,-0.143136970004921,0.886182007704828,0.947518680385653
"gene:AT1G01800",237.430264645795,-0.0479107521469982,0.464274913088188,-0.103194789975434,0.917808374834473,0.963597940148594
"gene:AT1G01810",4.77328132558783,-5.76051520431724,3.58121099115037,-1.60853834598191,0.107717324936316,0.260302905593286
"gene:AT1G01820",253.964113202477,0.775189139880829,0.450166707941319,1.72200459564388,0.0850686859996627,0.221121143568063
"gene:AT1G01830",69.6324559753806,0.0786461901162932,1.44294279091468,0.0545040251155345,NA,NA
"gene:AT1G01840",16.6539555966123,-1.88731650134857,1.66530650888054,-1.13331479297302,0.257082081724195,0.459837924823651
"gene:AT1G01860",47.9473304516345,0.662444007765464,1.23333460435439,0.537116209523879,0.591187344712467,0.769122947686757
"gene:AT1G01880",34.5506776048919,0.295549054642729,1.54115238483189,0.19177146760537,0.847921221668773,0.926443738340243
"gene:AT1G01900",302.836172582911,-0.0159304746149725,0.462284868640896,-0.0344602986072368,0.972510100653329,0.988296651869034
"gene:AT1G01910",255.877284817332,0.21535000880853,0.446798051038996,0.48198511230689,0.629816522247239,0.794619062677954
"gene:AT1G01920",80.4618934513111,-0.497268568321495,0.672994990650037,-0.738888959398034,0.459974427026954,0.664185129138396
"gene:AT1G01930",188.858932185041,1.17568001178536,0.506540731147144,2.32099797606175,0.0202869530842894,0.0767761055773502
"gene:AT1G01940",64.711286795558,1.5200447432904,0.769639987821987,1.97500749355812,0.0482672976256638,0.146736620448922
"gene:AT1G01950",167.287668123735,-0.391911375368162,0.641311078650422,-0.611109629031986,0.541127005579035,0.730407615945671
"gene:AT1G01960",753.633084781207,-0.334011922023266,0.24577049763872,-1.35903993861078,0.174133933298428,0.356011731732321
"gene:AT1G01970",82.9555608359308,-1.28024636962075,0.697012814627887,-1.83676159570212,0.0662450976751548,0.18514384202866
"gene:AT1G01980",0.145286888398832,-0.952956380437369,4.07535361317526,-0.233834035249492,0.815113825640773,NA
"gene:AT1G01990",120.508608168367,0.644772130360228,0.665147587990636,0.969367012677652,0.332362104877623,0.54487138072118
"gene:AT1G02000",51.6247457082121,-7.02409701334207e-05,0.878940497868532,-7.99155008828903e-05,0.999936236655745,0.999974677917537
"gene:AT1G02010",69.8379441990542,0.48491842608608,0.748744468392356,0.647642081586602,0.517216472918812,0.712116070868477
"gene:AT1G02020",68.4694686866307,-2.3256191528851,0.955262012312574,-2.43453536611914,0.014910922643901,0.0601792508114156
"gene:AT1G02030",2.27836573221448,4.73231484398722,3.92821726601752,1.20469783708906,0.228319971320622,NA
"gene:AT1G02040",0,NA,NA,NA,NA,NA
"gene:AT1G02050",19.8916645541783,-1.66177114121254,1.69429209382115,-0.980805580851609,0.326688625624098,0.538425360890399
